V1,link,ticker,market,parentid,fullname,source,code,updates,date,updated,URL,ticker
"http://s.cafef.vn/upcom/AGP-cong-ty-co-phan-duoc-pham-agimexpharm.chn,CenterName:UpCom,Symbol:AGP,TradeCenterID:9,ChangePrice:1.3888888888888755,VonHoa:393.5265093,ChangeVolume:121.02844638949672,EPS:2.49636169112527,PE:8.7727672147253,Beta:0,Price:21.9,UpdatedDate:\/Date(1671780312384)\/,FullName:Cong ty co phan Duọc phảm Agimexpharm,ParentCategoryId:342},",upcom/AGP-cong-ty-co-phan-duoc-pham-agimexpharm.chn,AGP,UPC,342,Cong ty co phan Duọc phảm Agimexpharm,CAF,STKVNAGP,2022-12-30,2022-12-29,,https://s.cafef.vn/upcom/AGP-cong-ty-co-phan-duoc-pham-agimexpharm.chn,
"http://s.cafef.vn/hose/AGR-cong-ty-co-phan-chung-khoan-agribank.chn,CenterName:HSX,Symbol:AGR,TradeCenterID:1,ChangePrice:-9.4626168224299114,VonHoa:1642.99963575,ChangeVolume:-28.3436818258097,EPS:0.853443178051082,PE:9.08086232254836,Beta:1.04691726518049,Price:7.75,UpdatedDate:\/Date(1671780312384)\/,FullName:Cong ty Co phan Chung khoan Agribank,ParentCategoryId:341},",hose/AGR-cong-ty-co-phan-chung-khoan-agribank.chn,AGR,HSX,341,Cong ty Co phan Chung khoan Agribank,CAF,STKVNAGR,2022-12-30,2022-12-29,,https://s.cafef.vn/hose/AGR-cong-ty-co-phan-chung-khoan-agribank.chn,
"http://s.cafef.vn/upcom/AGX-cong-ty-co-phan-thuc-pham-nong-san-xuat-khau-sai-gon.chn,CenterName:UpCom,Symbol:AGX,TradeCenterID:9,ChangePrice:-7.9411764705882337,VonHoa:338.04,ChangeVolume:-7.2222222222222223,EPS:5.67941961583333,PE:5.51112650890251,Beta:0,Price:31.3,UpdatedDate:\/Date(1671780312384)\/,FullName:Cong ty co phan Thuc pham Nong san Xuat khau Sai Gon,ParentCategoryId:339},",upcom/AGX-cong-ty-co-phan-thuc-pham-nong-san-xuat-khau-sai-gon.chn,AGX,UPC,339,Cong ty co phan Thuc pham Nong san Xuat khau Sai Gon,CAF,STKVNAGX,2022-12-30,2022-12-29,,https://s.cafef.vn/upcom/AGX-cong-ty-co-phan-thuc-pham-nong-san-xuat-khau-sai-gon.chn,
"http://s.cafef.vn/upcom/AIC-cong-ty-co-phan-bao-hiem-hang-khong.chn,CenterName:UpCom,Symbol:AIC,TradeCenterID:9,ChangePrice:-5.8139534883720927,VonHoa:810,ChangeVolume:-100,EPS:0.46948672,PE:17.2528841710368,Beta:0,Price:8.1,UpdatedDate:\/Date(1671780312384)\/,FullName:Cong ty co phan Bao hiem Hang khong,ParentCategoryId:341},",upcom/AIC-cong-ty-co-phan-bao-hiem-hang-khong.chn,AIC,UPC,341,Cong ty co phan Bao hiem Hang khong,CAF,STKVNAIC,2022-12-30,2022-12-29,,https://s.cafef.vn/upcom/AIC-cong-ty-co-phan-bao-hiem-hang-khong.chn,
"http://s.cafef.vn/hastc/ALT-cong-ty-co-phan-van-hoa-tan-binh.chn,CenterName:HNX,Symbol:ALT,TradeCenterID:2,ChangePrice:-8.53658536585365,VonHoa:86.050635,ChangeVolume:-98.7012987012987,EPS:0.857846971146697,PE:17.485636138517,Beta:0.397774077644378,Price:15,UpdatedDate:\/Date(1671780312384)\/,FullName:Cong ty Co phan Van hoa Tan Binh,ParentCategoryId:346},",hastc/ALT-cong-ty-co-phan-van-hoa-tan-binh.chn,ALT,HNX,346,Cong ty Co phan Van hoa Tan Binh,CAF,STKVNALT,2022-12-30,2022-12-29,,https://s.cafef.vn/hastc/ALT-cong-ty-co-phan-van-hoa-tan-binh.chn,
"http://s.cafef.vn/upcom/ALV-cong-ty-co-phan-xay-dung-alvico.chn,CenterName:UpCom,Symbol:ALV,TradeCenterID:9,ChangePrice:-11.764705882352938,VonHoa:16.973808,ChangeVolume:-6.8022270636649722,EPS:0.990420077745666,PE:3.02901775459603,Beta:0.581807028306021,Price:3,UpdatedDate:\/Date(1671780312384)\/,FullName:Cong ty Co phan Xay dung ALVICO,ParentCategoryId:345},",upcom/ALV-cong-ty-co-phan-xay-dung-alvico.chn,ALV,UPC,345,Cong ty Co phan Xay dung ALVICO,CAF,STKVNALV,2022-12-30,2022-12-29,,https://s.cafef.vn/upcom/ALV-cong-ty-co-phan-xay-dung-alvico.chn,
"http://s.cafef.vn/hastc/AMC-cong-ty-co-phan-khoang-san-a-chau.chn,CenterName:HNX,Symbol:AMC,TradeCenterID:2,ChangePrice:0,VonHoa:64.125,ChangeVolume:0,EPS:2.48387577964912,PE:9.05842400990697,Beta:-0.0125951193912359,Price:22.5,UpdatedDate:\/Date(1671780312384)\/,FullName:Cong ty co phan Khoang san A Chau,ParentCategoryId:344},",hastc/AMC-cong-ty-co-phan-khoang-san-a-chau.chn,AMC,HNX,344,Cong ty co phan Khoang san A Chau,CAF,STKVNAMC,2022-12-30,2022-12-29,,https://s.cafef.vn/hastc/AMC-cong-ty-co-phan-khoang-san-a-chau.chn,
"http://s.cafef.vn/hose/AMD-cong-ty-co-phan-dau-tu-va-khoang-san-flc-stone.chn,CenterName:HSX,Symbol:AMD,TradeCenterID:1,ChangePrice:-10.317460317460327,VonHoa:184.76050762,ChangeVolume:-25.176253705687451,EPS:-0.1284567234063,PE:-8.79673690902018,Beta:-0.097894884898495,Price:1.13,UpdatedDate:\/Date(1671780312384)\/,FullName:Cong ty co phan Đau tu va Khoang san FLC Stone,ParentCategoryId:347},",hose/AMD-cong-ty-co-phan-dau-tu-va-khoang-san-flc-stone.chn,AMD,HSX,347,Cong ty co phan Đau tu va Khoang san FLC Stone,CAF,STKVNAMD,2022-12-30,2022-12-29,,https://s.cafef.vn/hose/AMD-cong-ty-co-phan-dau-tu-va-khoang-san-flc-stone.chn,
"http://s.cafef.vn/hastc/AME-cong-ty-co-phan-alphanam-ec.chn,CenterName:HNX,Symbol:AME,TradeCenterID:2,ChangePrice:2.8301886792452895,VonHoa:710.68,ChangeVolume:-19.642857142857142,EPS:0.687345668873075,PE:15.858105308019,Beta:-0.360496166767163,Price:10.9,UpdatedDate:\/Date(1671780312384)\/,FullName:Cong ty Co phan Alphanam E\u0026C,ParentCategoryId:345},",hastc/AME-cong-ty-co-phan-alphanam-ec.chn,AME,HNX,345,Cong ty Co phan Alphanam E\u0026C,CAF,STKVNAME,2022-12-30,2022-12-29,,https://s.cafef.vn/hastc/AME-cong-ty-co-phan-alphanam-ec.chn,
"http://s.cafef.vn/upcom/AMP-cong-ty-co-phan-armephaco.chn,CenterName:UpCom,Symbol:AMP,TradeCenterID:9,ChangePrice:0,VonHoa:141.7,ChangeVolume:0,EPS:0.404647779769231,PE:26.9370068117419,Beta:0,Price:10.9,UpdatedDate:\/Date(1671780312384)\/,FullName:Cong ty Co phan Armephaco,ParentCategoryId:342},",upcom/AMP-cong-ty-co-phan-armephaco.chn,AMP,UPC,342,Cong ty Co phan Armephaco,CAF,STKVNAMP,2022-12-30,2022-12-29,,https://s.cafef.vn/upcom/AMP-cong-ty-co-phan-armephaco.chn,
"http://s.cafef.vn/upcom/AMS-cong-ty-co-phan-co-khi-xay-dung-amecc.chn,CenterName:UpCom,Symbol:AMS,TradeCenterID:9,ChangePrice:-7.9365079365079358,VonHoa:212.453217,ChangeVolume:-56.834532374100718,EPS:0.687518212693386,PE:8.43614015296878,Beta:0,Price:5.8,UpdatedDate:\/Date(1671780312384)\/,FullName:Cong ty Cỏ phàn Co khí xay dụng AMECC,ParentCategoryId:343},",upcom/AMS-cong-ty-co-phan-co-khi-xay-dung-amecc.chn,AMS,UPC,343,Cong ty Cỏ phàn Co khí xay dụng AMECC,CAF,STKVNAMS,2022-12-30,2022-12-29,,https://s.cafef.vn/upcom/AMS-cong-ty-co-phan-co-khi-xay-dung-amecc.chn,
"http://s.cafef.vn/hastc/AMV-ctcp-san-xuat-kinh-doanh-duoc-va-trang-thiet-bi-y.chn,CenterName:HNX,Symbol:AMV,TradeCenterID:2,ChangePrice:-2.6315789473684119,VonHoa:485.090905,ChangeVolume:-66.958960895398647,EPS:0.713114475128671,PE:5.18850777686484,Beta:0.361843834896153,Price:3.7,UpdatedDate:\/Date(1671780312384)\/,FullName:CTCP San xuat Kinh doanh Duoc va Trang thiet bi Y ,ParentCategoryId:342},",hastc/AMV-ctcp-san-xuat-kinh-doanh-duoc-va-trang-thiet-bi-y.chn,AMV,HNX,342,CTCP San xuat Kinh doanh Duoc va Trang thiet bi Y ,CAF,STKVNAMV,2022-12-30,2022-12-29,,https://s.cafef.vn/hastc/AMV-ctcp-san-xuat-kinh-doanh-duoc-va-trang-thiet-bi-y.chn,
"http://s.cafef.vn/upcom/ANT-ctcp-rau-qua-thuc-pham-an-giang.chn,CenterName:UpCom,Symbol:ANT,TradeCenterID:9,ChangePrice:-2.5000000000000022,VonHoa:62.4,ChangeVolume:-100,EPS:1.52361715599089,PE:5.11939627965611,Beta:0,Price:7.8,UpdatedDate:\/Date(1671780312384)\/,FullName:CTCP Rau qua Thuc pham An Giang,ParentCategoryId:338},",upcom/ANT-ctcp-rau-qua-thuc-pham-an-giang.chn,ANT,UPC,338,CTCP Rau qua Thuc pham An Giang,CAF,STKVNANT,2022-12-30,2022-12-29,,https://s.cafef.vn/upcom/ANT-ctcp-rau-qua-thuc-pham-an-giang.chn,
"http://s.cafef.vn/hose/ANV-cong-ty-co-phan-nam-viet.chn,CenterName:HSX,Symbol:ANV,TradeCenterID:1,ChangePrice:-10.7070707070707,VonHoa:2919.9155375,ChangeVolume:-48.412060532298433,EPS:4.88270305210403,PE:4.52618145403636,Beta:0.809999067251189,Price:22.1,UpdatedDate:\/Date(1671780312384)\/,FullName:Cong ty Co phan Nam Viet ,ParentCategoryId:338},",hose/ANV-cong-ty-co-phan-nam-viet.chn,ANV,HSX,338,Cong ty Co phan Nam Viet ,CAF,STKVNANV,2022-12-30,2022-12-29,,https://s.cafef.vn/hose/ANV-cong-ty-co-phan-nam-viet.chn,
"http://s.cafef.vn/hose/APC-cong-ty-co-phan-chieu-xa-an-phu.chn,CenterName:HSX,Symbol:APC,TradeCenterID:1,ChangePrice:0.71942446043165209,VonHoa:278.67035,ChangeVolume:107.39549839228296,EPS:-0.52700023581985,PE:-26.5654530082331,Beta:0.714858688555172,Price:14,UpdatedDate:\/Date(1671780312384)\/,FullName:Cong ty Co phan Chieu xa An Phu,ParentCategoryId:338},",hose/APC-cong-ty-co-phan-chieu-xa-an-phu.chn,APC,HSX,338,Cong ty Co phan Chieu xa An Phu,CAF,STKVNAPC,2022-12-30,2022-12-29,,https://s.cafef.vn/hose/APC-cong-ty-co-phan-chieu-xa-an-phu.chn,
"http://s.cafef.vn/upcom/APF-cong-ty-co-phan-nong-san-thuc-pham-quang-ngai.chn,CenterName:UpCom,Symbol:APF,TradeCenterID:9,ChangePrice:0.8,VonHoa:1420.918695,ChangeVolume:-97.727764553127031,EPS:13.2250616313202,PE:4.76368290419157,Beta:0,Price:63,UpdatedDate:\/Date(1671780312384)\/,FullName:Cong ty Co phan Nong san thuc pham Quang Ngai,ParentCategoryId:338},",upcom/APF-cong-ty-co-phan-nong-san-thuc-pham-quang-ngai.chn,APF,UPC,338,Cong ty Co phan Nong san thuc pham Quang Ngai,CAF,STKVNAPF,2022-12-30,2022-12-29,,https://s.cafef.vn/upcom/APF-cong-ty-co-phan-nong-san-thuc-pham-quang-ngai.chn,
"http://s.cafef.vn/hose/APG-cong-ty-co-phan-chung-khoan-apg.chn,CenterName:HSX,Symbol:APG,TradeCenterID:1,ChangePrice:4.0128410914927768,VonHoa:948.06684576,ChangeVolume:33.89505514876263,EPS:0.970238426148505,PE:6.67877072826651,Beta:0.0453947944965384,Price:6.48,UpdatedDate:\/Date(1671780312384)\/,FullName:Cong ty Co phan Chung khoan APG,ParentCategoryId:341},",hose/APG-cong-ty-co-phan-chung-khoan-apg.chn,APG,HSX,341,Cong ty Co phan Chung khoan APG,CAF,STKVNAPG,2022-12-30,2022-12-29,,https://s.cafef.vn/hose/APG-cong-ty-co-phan-chung-khoan-apg.chn,
"http://s.cafef.vn/hose/APH-cong-ty-co-phan-tap-doan-an-phat-holdings.chn,CenterName:HSX,Symbol:APH,TradeCenterID:1,ChangePrice:-5.2362707535121347,VonHoa:1809.62126856,ChangeVolume:23.441066267828905,EPS:0.292380562528485,PE:25.377884001017,Beta:0,Price:7.42,UpdatedDate:\/Date(1671780312384)\/,FullName:Cong ty Co phan Tap doan An Phat Holdings,ParentCategoryId:344},",hose/APH-cong-ty-co-phan-tap-doan-an-phat-holdings.chn,APH,HSX,344,Cong ty Co phan Tap doan An Phat Holdings,CAF,STKVNAPH,2022-12-30,2022-12-29,,https://s.cafef.vn/hose/APH-cong-ty-co-phan-tap-doan-an-phat-holdings.chn,
"http://s.cafef.vn/hastc/API-cong-ty-co-phan-dau-tu-chau-a-thai-binh-duong.chn,CenterName:HNX,Symbol:API,TradeCenterID:2,ChangePrice:-13.636363636363635,VonHoa:798.797772,ChangeVolume:-24.142832491496325,EPS:3.43994972510463,PE:2.7616682681928,Beta:0.623608798527736,Price:9.5,UpdatedDate:\/Date(1671780312384)\/,FullName:Cong ty Co phan Đau tu Chau A - Thai Binh Duong,ParentCategoryId:341},",hastc/API-cong-ty-co-phan-dau-tu-chau-a-thai-binh-duong.chn,API,HNX,341,Cong ty Co phan Đau tu Chau A - Thai Binh Duong,CAF,STKVNAPI,2022-12-30,2022-12-29,,https://s.cafef.vn/hastc/API-cong-ty-co-phan-dau-tu-chau-a-thai-binh-duong.chn,
"http://s.cafef.vn/upcom/APL-ctcp-co-khi-va-thiet-bi-ap-luc-vvmi.chn,CenterName:UpCom,Symbol:APL,TradeCenterID:9,ChangePrice:0,VonHoa:29.76,ChangeVolume:0,EPS:1.88676216583333,PE:13.1442109922988,Beta:0,Price:24.8,UpdatedDate:\/Date(1671780312384)\/,FullName:CTCP Co khi va Thiet bi ap luc - VVMI,ParentCategoryId:343},",upcom/APL-ctcp-co-khi-va-thiet-bi-ap-luc-vvmi.chn,APL,UPC,343,CTCP Co khi va Thiet bi ap luc - VVMI,CAF,STKVNAPL,2022-12-30,2022-12-29,,https://s.cafef.vn/upcom/APL-ctcp-co-khi-va-thiet-bi-ap-luc-vvmi.chn,
"http://s.cafef.vn/upcom/APP-cong-ty-co-phan-phat-trien-phu-gia-va-san-pham-dau-mo.chn,CenterName:UpCom,Symbol:APP,TradeCenterID:9,ChangePrice:-12.727272727272732,VonHoa:22.6782336,ChangeVolume:-91.163475699558177,EPS:0.736294633105817,PE:6.51912941393146,Beta:0.419948894175698,Price:4.8,UpdatedDate:\/Date(1671780312384)\/,FullName:Cong ty Co phan Phat trien Phu gia va San pham Dau mo,ParentCategoryId:344},",upcom/APP-cong-ty-co-phan-phat-trien-phu-gia-va-san-pham-dau-mo.chn,APP,UPC,344,Cong ty Co phan Phat trien Phu gia va San pham Dau mo,CAF,STKVNAPP,2022-12-30,2022-12-29,,https://s.cafef.vn/upcom/APP-cong-ty-co-phan-phat-trien-phu-gia-va-san-pham-dau-mo.chn,
"http://s.cafef.vn/hastc/APS-cong-ty-co-phan-chung-khoan-chau-a-thai-binh-duong.chn,CenterName:HNX,Symbol:APS,TradeCenterID:2,ChangePrice:-18.018018018018019,VonHoa:755.3,ChangeVolume:-20.293120940375264,EPS:1.59904551833876,PE:5.69089490926683,Beta:1.20418894049601,Price:9.1,UpdatedDate:\/Date(1671780312384)\/,FullName:Cong ty Co phan Chung khoan Chau A – Thai Binh Duong,ParentCategoryId:341},",hastc/APS-cong-ty-co-phan-chung-khoan-chau-a-thai-binh-duong.chn,APS,HNX,341,Cong ty Co phan Chung khoan Chau A – Thai Binh Duong,CAF,STKVNAPS,2022-12-30,2022-12-29,,https://s.cafef.vn/hastc/APS-cong-ty-co-phan-chung-khoan-chau-a-thai-binh-duong.chn,
"http://s.cafef.vn/upcom/APT-ctcp-kinh-doanh-thuy-hai-san-sai-gon.chn,CenterName:UpCom,Symbol:APT,TradeCenterID:9,ChangePrice:0,VonHoa:21.12,ChangeVolume:0,EPS:-15.7626475075,PE:-0.152258686166652,Beta:0,Price:2.4,UpdatedDate:\/Date(1671780312384)\/,FullName:CTCP Kinh doanh Thuy Hai San Sai Gon,ParentCategoryId:338},",upcom/APT-ctcp-kinh-doanh-thuy-hai-san-sai-gon.chn,APT,UPC,338,CTCP Kinh doanh Thuy Hai San Sai Gon,CAF,STKVNAPT,2022-12-30,2022-12-29,,https://s.cafef.vn/upcom/APT-ctcp-kinh-doanh-thuy-hai-san-sai-gon.chn,
"http://s.cafef.vn/hastc/ARM-cong-ty-co-phan-xuat-nhap-khau-hang-khong.chn,CenterName:HNX,Symbol:ARM,TradeCenterID:2,ChangePrice:0,VonHoa:155.56415,ChangeVolume:0,EPS:0.965444590864926,PE:51.7896112041042,Beta:0.153372103116049,Price:50,UpdatedDate:\/Date(1671780312384)\/,FullName:Cong ty Co phan Xuat nhap khau Hang khong,ParentCategoryId:346},",hastc/ARM-cong-ty-co-phan-xuat-nhap-khau-hang-khong.chn,ARM,HNX,346,Cong ty Co phan Xuat nhap khau Hang khong,CAF,STKVNARM,2022-12-30,2022-12-29,,https://s.cafef.vn/hastc/ARM-cong-ty-co-phan-xuat-nhap-khau-hang-khong.chn,
"http://s.cafef.vn/hastc/ART-cong-ty-co-phan-chung-khoan-bos.chn,CenterName:HNX,Symbol:ART,TradeCenterID:2,ChangePrice:0,VonHoa:125.9992617,ChangeVolume:0,EPS:0.349669816502583,PE:3.71779301114025,Beta:0,Price:1.3,UpdatedDate:\/Date(1671780312384)\/,FullName:Cong ty Co phan Chung khoan BOS,ParentCategoryId:341},",hastc/ART-cong-ty-co-phan-chung-khoan-bos.chn,ART,HNX,341,Cong ty Co phan Chung khoan BOS,CAF,STKVNART,2022-12-30,2022-12-29,,https://s.cafef.vn/hastc/ART-cong-ty-co-phan-chung-khoan-bos.chn,
"http://s.cafef.vn/upcom/ASA-cong-ty-co-phan-tap-doan-asa.chn,CenterName:UpCom,Symbol:ASA,TradeCenterID:9,ChangePrice:0,VonHoa:126,ChangeVolume:0,EPS:0.0126318306,PE:997.480127702156,Beta:1.3239856279029,Price:12.6,UpdatedDate:\/Date(1671780312384)\/,FullName:Cong ty co phan Tap doan ASA,ParentCategoryId:339},",upcom/ASA-cong-ty-co-phan-tap-doan-asa.chn,ASA,UPC,339,Cong ty co phan Tap doan ASA,CAF,STKVNASA,2022-12-30,2022-12-29,,https://s.cafef.vn/upcom/ASA-cong-ty-co-phan-tap-doan-asa.chn,
"http://s.cafef.vn/hose/ASG-co-phieu-cong-ty-co-phan-tap-doan-asg.chn,CenterName:HSX,Symbol:ASG,TradeCenterID:1,ChangePrice:8.5594989561586683,VonHoa:1967.001166,ChangeVolume:-39.252336448598129,EPS:1.73887958742267,PE:14.9521566576882,Beta:0,Price:26,UpdatedDate:\/Date(1671780312384)\/,FullName:Co phieu Cong ty Co phan Tap doan ASG,ParentCategoryId:343},",hose/ASG-co-phieu-cong-ty-co-phan-tap-doan-asg.chn,ASG,HSX,343,Co phieu Cong ty Co phan Tap doan ASG,CAF,STKVNASG,2022-12-30,2022-12-29,,https://s.cafef.vn/hose/ASG-co-phieu-cong-ty-co-phan-tap-doan-asg.chn,
"http://s.cafef.vn/hose/ASM-cong-ty-co-phan-tap-doan-sao-mai.chn,CenterName:HSX,Symbol:ASM,TradeCenterID:1,ChangePrice:-8.77390326209225,VonHoa:2866.56666628,ChangeVolume:-22.314330036843124,EPS:2.0368201082301,PE:3.98169674741046,Beta:1.60852532413021,Price:8.11,UpdatedDate:\/Date(1671780312384)\/,FullName:Cong ty Co phan Tap doan Sao Mai,ParentCategoryId:345},",hose/ASM-cong-ty-co-phan-tap-doan-sao-mai.chn,ASM,HSX,345,Cong ty Co phan Tap doan Sao Mai,CAF,STKVNASM,2022-12-30,2022-12-29,,https://s.cafef.vn/hose/ASM-cong-ty-co-phan-tap-doan-sao-mai.chn,
"http://s.cafef.vn/hose/ASP-cong-ty-co-phan-tap-doan-dau-khi-an-pha.chn,CenterName:HSX,Symbol:ASP,TradeCenterID:1,ChangePrice:-5.8181818181818228,VonHoa:193.41882756,ChangeVolume:-13.649025069637883,EPS:-0.656302608505482,PE:-7.89270061229192,Beta:0.324876410782576,Price:5.18,UpdatedDate:\/Date(1671780312384)\/,FullName:Cong ty Co phan Tap doan Dau khi An Pha,ParentCategoryId:340},",hose/ASP-cong-ty-co-phan-tap-doan-dau-khi-an-pha.chn,ASP,HSX,340,Cong ty Co phan Tap doan Dau khi An Pha,CAF,STKVNASP,2022-12-30,2022-12-29,,https://s.cafef.vn/hose/ASP-cong-ty-co-phan-tap-doan-dau-khi-an-pha.chn,
"http://s.cafef.vn/hose/AST-cong-ty-co-phan-dich-vu-hang-khong-taseco.chn,CenterName:HSX,Symbol:AST,TradeCenterID:1,ChangePrice:0,VonHoa:2497.5,ChangeVolume:91.780821917808225,EPS:-2.6232715628,PE:-21.1567878777907,Beta:0,Price:55.5,UpdatedDate:\/Date(1671780312384)\/,FullName:Cong ty Co phan Dich vu Hang khong Taseco,ParentCategoryId:343},",hose/AST-cong-ty-co-phan-dich-vu-hang-khong-taseco.chn,AST,HSX,343,Cong ty Co phan Dich vu Hang khong Taseco,CAF,STKVNAST,2022-12-30,2022-12-29,,https://s.cafef.vn/hose/AST-cong-ty-co-phan-dich-vu-hang-khong-taseco.chn,
"http://s.cafef.vn/upcom/ATA-cong-ty-co-phan-ntaco.chn,CenterName:UpCom,Symbol:ATA,TradeCenterID:9,ChangePrice:0,VonHoa:16.7999972,ChangeVolume:400,EPS:-0.0186815885302648,PE:-74.940093971771,Beta:0.777073034231881,Price:1.4,UpdatedDate:\/Date(1671780312384)\/,FullName:Cong ty Co phan NTACO,ParentCategoryId:338},",upcom/ATA-cong-ty-co-phan-ntaco.chn,ATA,UPC,338,Cong ty Co phan NTACO,CAF,STKVNATA,2022-12-30,2022-12-29,,https://s.cafef.vn/upcom/ATA-cong-ty-co-phan-ntaco.chn,
"http://s.cafef.vn/upcom/ATB-cong-ty-co-phan-an-thinh.chn,CenterName:UpCom,Symbol:ATB,TradeCenterID:9,ChangePrice:0,VonHoa:15.2724,ChangeVolume:400.0100195380993,EPS:-0.354936890089312,PE:-3.09914249748233,Beta:0,Price:1.1,UpdatedDate:\/Date(1671780312384)\/,FullName:Cong ty Co phan An Thinh,ParentCategoryId:345},",upcom/ATB-cong-ty-co-phan-an-thinh.chn,ATB,UPC,345,Cong ty Co phan An Thinh,CAF,STKVNATB,2022-12-30,2022-12-29,,https://s.cafef.vn/upcom/ATB-cong-ty-co-phan-an-thinh.chn,
"http://s.cafef.vn/upcom/ATG-cong-ty-co-phan-an-truong-an.chn,CenterName:UpCom,Symbol:ATG,TradeCenterID:9,ChangePrice:-3.0303030303030196,VonHoa:48.704,ChangeVolume:400,EPS:-1.0964411500657,PE:-2.91853329274284,Beta:0,Price:3.2,UpdatedDate:\/Date(1671780312384)\/,FullName:Cong ty Co phan An Truong An,ParentCategoryId:344},",upcom/ATG-cong-ty-co-phan-an-truong-an.chn,ATG,UPC,344,Cong ty Co phan An Truong An,CAF,STKVNATG,2022-12-30,2022-12-29,,https://s.cafef.vn/upcom/ATG-cong-ty-co-phan-an-truong-an.chn,
"http://s.cafef.vn/hastc/ATS-cong-ty-co-phan-tap-doan-duoc-pham-atesco.chn,CenterName:HNX,Symbol:ATS,TradeCenterID:2,ChangePrice:0,VonHoa:45.15,ChangeVolume:400,EPS:0.188345077142857,PE:68.4913043424837,Beta:0,Price:12.9,UpdatedDate:\/Date(1671780312384)\/,FullName:Cong ty co phan Tap doan duoc pham Atesco,ParentCategoryId:342},",hastc/ATS-cong-ty-co-phan-tap-doan-duoc-pham-atesco.chn,ATS,HNX,342,Cong ty co phan Tap doan duoc pham Atesco,CAF,STKVNATS,2022-12-30,2022-12-29,,https://s.cafef.vn/hastc/ATS-cong-ty-co-phan-tap-doan-duoc-pham-atesco.chn,
"http://s.cafef.vn/upcom/AUM-ctcp-vinacafe-son-thanh.chn,CenterName:UpCom,Symbol:AUM,TradeCenterID:9,ChangePrice:0,VonHoa:10.5,ChangeVolume:0,EPS:0.043576816,PE:240.95381360584,Beta:0,Price:10.5,UpdatedDate:\/Date(1671780312384)\/,FullName:CTCP Vinacafe Son Thanh,ParentCategoryId:338},",upcom/AUM-ctcp-vinacafe-son-thanh.chn,AUM,UPC,338,CTCP Vinacafe Son Thanh,CAF,STKVNAUM,2022-12-30,2022-12-29,,https://s.cafef.vn/upcom/AUM-ctcp-vinacafe-son-thanh.chn,
"http://s.cafef.vn/upcom/AVC-cong-ty-co-phan-thuy-dien-a-vuong.chn,CenterName:UpCom,Symbol:AVC,TradeCenterID:9,ChangePrice:2.671047298018058,VonHoa:2889.504002,ChangeVolume:-72.222222222222229,EPS:8.08906281965482,PE:4.75951304352003,Beta:0,Price:38.5,UpdatedDate:\/Date(1671780312384)\/,FullName:Cong ty co phan Thuy dien A Vuong,ParentCategoryId:340},",upcom/AVC-cong-ty-co-phan-thuy-dien-a-vuong.chn,AVC,UPC,340,Cong ty co phan Thuy dien A Vuong,CAF,STKVNAVC,2022-12-30,2022-12-29,,https://s.cafef.vn/upcom/AVC-cong-ty-co-phan-thuy-dien-a-vuong.chn,
"http://s.cafef.vn/upcom/AVF-cong-ty-co-phan-viet-an.chn,CenterName:UpCom,Symbol:AVF,TradeCenterID:9,ChangePrice:-12.500000000000011,VonHoa:30.3366,ChangeVolume:400,EPS:-2.35344826157183,PE:-0.297435899241941,Beta:1.2226471411249,Price:0.7,UpdatedDate:\/Date(1671780312384)\/,FullName:Cong ty Co phan Viet An,ParentCategoryId:338},",upcom/AVF-cong-ty-co-phan-viet-an.chn,AVF,UPC,338,Cong ty Co phan Viet An,CAF,STKVNAVF,2022-12-30,2022-12-29,,https://s.cafef.vn/upcom/AVF-cong-ty-co-phan-viet-an.chn,
"http://s.cafef.vn/upcom/B82-cong-ty-co-phan-482.chn,CenterName:UpCom,Symbol:B82,TradeCenterID:9,ChangePrice:0,VonHoa:3.5,ChangeVolume:400,EPS:0.1254118984,PE:5.58160755821873,Beta:0.309876435018841,Price:0.7,UpdatedDate:\/Date(1671780312384)\/,FullName:Cong ty Co phan 482,ParentCategoryId:345},",upcom/B82-cong-ty-co-phan-482.chn,B82,UPC,345,Cong ty Co phan 482,CAF,STKVNB82,2022-12-30,2022-12-29,,https://s.cafef.vn/upcom/B82-cong-ty-co-phan-482.chn,
"http://s.cafef.vn/hastc/BAB-ngan-hang-thuong-mai-co-phan-bac-a.chn,CenterName:HNX,Symbol:BAB,TradeCenterID:2,ChangePrice:-2.2058823529411686,VonHoa:11896.6676304,ChangeVolume:70.028587764436821,EPS:0.820121560875144,PE:16.2171080904247,Beta:0,Price:13.3,UpdatedDate:\/Date(1671780312384)\/,FullName:Ngan hang Thuong mai co phan Bac A,ParentCategoryId:341},",hastc/BAB-ngan-hang-thuong-mai-co-phan-bac-a.chn,BAB,HNX,341,Ngan hang Thuong mai co phan Bac A,CAF,STKVNBAB,2022-12-30,2022-12-29,,https://s.cafef.vn/hastc/BAB-ngan-hang-thuong-mai-co-phan-bac-a.chn,
